,,,,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
,,,,,,,,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,2122,Brest,Brendan Chardonnet,FRA,DF,26,1994,32,2686,84,78.5,29.8,31,86,29,1,13,0,1.28,41,38,3,0.1,1.45,34.2,41.3,-7.0,-0.24,0.48
FRA-Ligue 1,2122,Brest,Christophe Hérelle,MTQ,DF,28,1992,23,1932,84,56.5,21.5,23,84,16,0,,2,1.35,25,31,-6,-0.28,-0.16,23.3,33.8,-10.5,-0.49,-0.34
FRA-Ligue 1,2122,Brest,Dénys Bain,FRA,DF,28,1993,2,180,90,5.3,2.0,2,90,2,0,,17,0.0,2,6,-4,-2.0,-1.89,1.1,6.0,-4.9,-2.44,-2.22
FRA-Ligue 1,2122,Brest,Franck Honorat,FRA,"FW,MF",24,1996,34,2899,85,84.8,32.2,34,85,21,0,,0,1.24,40,45,-5,-0.16,0.36,35.5,43.9,-8.4,-0.26,0.51
FRA-Ligue 1,2122,Brest,Gautier Larsonneur,FRA,GK,24,1997,0,,,0.0,0.0,0,,0,0,,36,1.0,1,1,0,,,,,,,
FRA-Ligue 1,2122,Brest,Grégoire Coudert,FRA,GK,22,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
FRA-Ligue 1,2122,Brest,Haris Belkebla,ALG,MF,27,1994,31,2310,75,67.5,25.7,26,84,19,5,24,3,1.29,32,37,-5,-0.19,0.05,24.9,39.9,-14.9,-0.58,-0.75
FRA-Ligue 1,2122,Brest,Hianga Mananga Mbock,FRA,MF,21,1999,14,799,57,23.4,8.9,9,81,7,5,15,17,0.79,11,16,-5,-0.56,-0.46,10.9,9.7,1.2,0.14,0.62
FRA-Ligue 1,2122,Brest,Hugo Magnetti,FRA,MF,23,1998,28,1463,52,42.8,16.3,16,79,8,12,17,10,1.32,22,23,-1,-0.06,0.26,19.7,21.4,-1.7,-0.11,0.4
FRA-Ligue 1,2122,Brest,Irvin Cardona,MLT,"FW,MF",23,1997,32,1334,42,39.0,14.8,13,68,0,19,24,3,1.09,18,30,-12,-0.81,-0.98,17.6,24.1,-6.5,-0.44,-0.17
FRA-Ligue 1,2122,Brest,Jean-Kevin Duverne,HAI,DF,24,1997,37,3007,81,87.9,33.4,33,89,31,4,18,1,1.22,44,50,-6,-0.18,0.26,38.5,50.8,-12.3,-0.37,-0.25
FRA-Ligue 1,2122,Brest,Jere Uronen,FIN,DF,27,1994,15,878,59,25.7,9.8,10,79,4,5,18,17,0.87,8,15,-7,-0.72,-0.68,9.7,13.0,-3.3,-0.34,0.0
FRA-Ligue 1,2122,Brest,Julien Faussurier,FRA,"MF,DF",34,1987,16,489,31,14.3,5.4,4,83,3,12,13,18,1.25,8,8,0,0.0,0.25,6.0,9.9,-3.9,-0.72,-0.45
FRA-Ligue 1,2122,Brest,Jérémy Le Douaron,FRA,"FW,MF",23,1998,32,1446,45,42.3,16.1,16,71,2,16,19,1,1.13,19,21,-2,-0.12,0.15,18.0,24.1,-6.0,-0.37,-0.06
FRA-Ligue 1,2122,Brest,Lilian Brassier,FRA,DF,21,1999,31,2263,73,66.2,25.1,23,90,23,8,24,6,1.26,34,41,-7,-0.28,-0.2,28.8,35.1,-6.3,-0.25,0.26
FRA-Ligue 1,2122,Brest,Lucien Agoume,FRA,MF,19,2002,27,1868,69,54.6,20.8,21,83,13,6,21,4,1.3,27,32,-5,-0.24,-0.07,27.5,31.5,-3.9,-0.19,0.33
FRA-Ligue 1,2122,Brest,Marco Bizot,NED,GK,30,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,1.26,49,57,-8,-0.21,,43.4,56.3,-12.8,-0.34,
FRA-Ligue 1,2122,Brest,Martin Satriano,URU,FW,20,2001,15,932,62,27.3,10.4,11,76,1,4,23,0,1.53,14,12,2,0.19,0.55,11.8,16.1,-4.4,-0.42,-0.11
FRA-Ligue 1,2122,Brest,Noé Sow,SEN,DF,22,1998,0,,,,,0,,0,0,,9,,,,,,,,,,,
FRA-Ligue 1,2122,Brest,Paul Lasne,FRA,MF,32,1989,15,847,56,24.8,9.4,9,82,4,6,18,5,1.2,13,15,-2,-0.21,0.0,9.9,16.7,-6.8,-0.73,-0.52
FRA-Ligue 1,2122,Brest,Rafiki Said,COM,"MF,FW",21,2000,14,122,9,3.6,1.4,0,,0,14,9,13,1.07,0,3,-3,-2.21,-2.08,1.1,2.0,-0.9,-0.67,-0.35
FRA-Ligue 1,2122,Brest,Romain Del Castillo,FRA,"MF,FW",25,1996,19,975,51,28.5,10.8,13,65,0,6,21,4,1.58,15,15,0,0.0,0.29,11.4,14.4,-3.0,-0.28,0.09
FRA-Ligue 1,2122,Brest,Romain Faivre,FRA,MF,23,1998,21,1795,85,52.5,19.9,20,88,14,1,31,0,1.33,25,29,-4,-0.2,0.02,24.3,26.9,-2.6,-0.13,0.44
FRA-Ligue 1,2122,Brest,Romain Philippoteaux,FRA,MF,33,1988,1,24,24,0.7,0.3,0,,0,1,24,3,0.0,0,1,-1,-3.75,-3.56,0.3,1.0,-0.7,-2.81,-2.49
FRA-Ligue 1,2122,Brest,Ronaël Pierre-Gabriel,FRA,DF,23,1998,30,2548,85,74.5,28.3,29,87,20,1,30,2,1.23,38,44,-6,-0.21,-0.01,35.0,41.5,-6.4,-0.23,0.44
FRA-Ligue 1,2122,Brest,Steve Mounié,BEN,FW,26,1994,35,2312,66,67.6,25.7,25,83,14,10,23,0,1.23,35,38,-3,-0.12,0.29,29.7,39.6,-9.9,-0.38,-0.14
FRA-Ligue 1,2122,Brest,Youcef Belaïli,ALG,"MF,FW",29,1992,13,825,63,24.1,9.2,11,68,1,2,38,1,0.85,15,16,-1,-0.11,0.13,12.7,14.0,-1.3,-0.14,0.26
